geo_name,geo_id,race,share
Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,2200700,AAPI,0.02
Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,2200700,Black,0.27
Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,2200700,Hispanic,0.05
Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes,2200700,White,0.64
Imperial Calcasieu Regional Planning & Development District 1 (North),2200800,AAPI,0.01
Imperial Calcasieu Regional Planning & Development District 1 (North),2200800,Black,0.1
Imperial Calcasieu Regional Planning & Development District 1 (North),2200800,Hispanic,0.04
Imperial Calcasieu Regional Planning & Development District 1 (North),2200800,White,0.82
Imperial Calcasieu Regional Planning & Development District 2 (South),2200900,AAPI,0.02
Imperial Calcasieu Regional Planning & Development District 2 (South),2200900,Black,0.32
Imperial Calcasieu Regional Planning & Development District 2 (South),2200900,Hispanic,0.04
Imperial Calcasieu Regional Planning & Development District 2 (South),2200900,White,0.6
Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,2201000,AAPI,0
Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,2201000,Black,0.37
Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,2201000,Hispanic,0.03
Acadiana Regional Development District 1--St. Landry & Evangeline Parishes,2201000,White,0.58
Acadiana Regional Development District 2--Acadia & Vermilion Parishes,2201100,AAPI,0.01
Acadiana Regional Development District 2--Acadia & Vermilion Parishes,2201100,Black,0.16
Acadiana Regional Development District 2--Acadia & Vermilion Parishes,2201100,Hispanic,0.03
Acadiana Regional Development District 2--Acadia & Vermilion Parishes,2201100,White,0.78
Acadiana Regional Development District 3--Lafayette Parish (North),2201200,AAPI,0.01
Acadiana Regional Development District 3--Lafayette Parish (North),2201200,Black,0.38
Acadiana Regional Development District 3--Lafayette Parish (North),2201200,Hispanic,0.06
Acadiana Regional Development District 3--Lafayette Parish (North),2201200,White,0.53
Acadiana Regional Development District 4--Lafayette Parish (South),2201201,AAPI,0.03
Acadiana Regional Development District 4--Lafayette Parish (South),2201201,Black,0.14
Acadiana Regional Development District 4--Lafayette Parish (South),2201201,Hispanic,0.03
Acadiana Regional Development District 4--Lafayette Parish (South),2201201,White,0.78
"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2201300,AAPI,0.02
"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2201300,Black,0.3
"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2201300,Hispanic,0.05
"Acadiana Regional Development District 5--Iberia, St. Mary & St. Martin Parishes",2201300,White,0.6
Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201400,AAPI,0
Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201400,Black,0.43
Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201400,Hispanic,0.02
Capital Region Planning Commission 1--Baton Rouge Metropolitan Area (West),2201400,White,0.54
Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201500,AAPI,0.05
Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201500,Black,0.25
Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201500,Hispanic,0.06
Capital Region Planning Commission 2--East Baton Rouge Parish (South),2201500,White,0.6
Capital Region Planning Commission 3--Baton Rouge City,2201501,AAPI,0.04
Capital Region Planning Commission 3--Baton Rouge City,2201501,Black,0.49
Capital Region Planning Commission 3--Baton Rouge City,2201501,Hispanic,0.04
Capital Region Planning Commission 3--Baton Rouge City,2201501,White,0.41
Capital Region Planning Commission 4--East Baton Rouge Parish (North),2201502,AAPI,0.01
Capital Region Planning Commission 4--East Baton Rouge Parish (North),2201502,Black,0.62
Capital Region Planning Commission 4--East Baton Rouge Parish (North),2201502,Hispanic,0.02
Capital Region Planning Commission 4--East Baton Rouge Parish (North),2201502,White,0.34
Capital Region Planning Commission 5--Ascension Parish,2201600,AAPI,0.01
Capital Region Planning Commission 5--Ascension Parish,2201600,Black,0.22
Capital Region Planning Commission 5--Ascension Parish,2201600,Hispanic,0.06
Capital Region Planning Commission 5--Ascension Parish,2201600,White,0.68
Capital Region Planning Commission 6--Livingston & St. Helena Parishes,2201700,AAPI,0.01
Capital Region Planning Commission 6--Livingston & St. Helena Parishes,2201700,Black,0.09
Capital Region Planning Commission 6--Livingston & St. Helena Parishes,2201700,Hispanic,0.04
Capital Region Planning Commission 6--Livingston & St. Helena Parishes,2201700,White,0.85
Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,2201800,AAPI,0.01
Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,2201800,Black,0.3
Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,2201800,Hispanic,0.04
Capital Region Planning Commission 7--Tangipahoa & Washington Parishes,2201800,White,0.64
South Central Planning & Development Commission 1--River Parishes,2201900,AAPI,0.01
South Central Planning & Development Commission 1--River Parishes,2201900,Black,0.42
South Central Planning & Development Commission 1--River Parishes,2201900,Hispanic,0.05
South Central Planning & Development Commission 1--River Parishes,2201900,White,0.51
South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,2202000,AAPI,0.02
South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,2202000,Black,0.17
South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,2202000,Hispanic,0.04
South Central Planning & Development Commission 2--Lafourche & Assumption Parishes,2202000,White,0.75
South Central Planning & Development Commission 3--Terrebonne Parish,2202100,AAPI,0.07
South Central Planning & Development Commission 3--Terrebonne Parish,2202100,Black,0.19
South Central Planning & Development Commission 3--Terrebonne Parish,2202100,Hispanic,0.05
South Central Planning & Development Commission 3--Terrebonne Parish,2202100,White,0.67
Regional Planning Commission 1--St. Tammany Parish (Northwest),2202200,AAPI,0.02
Regional Planning Commission 1--St. Tammany Parish (Northwest),2202200,Black,0.06
Regional Planning Commission 1--St. Tammany Parish (Northwest),2202200,Hispanic,0.05
Regional Planning Commission 1--St. Tammany Parish (Northwest),2202200,White,0.86
Regional Planning Commission 2--St. Tammany Parish (Southeast),2202201,AAPI,0.02
Regional Planning Commission 2--St. Tammany Parish (Southeast),2202201,Black,0.19
Regional Planning Commission 2--St. Tammany Parish (Southeast),2202201,Hispanic,0.06
Regional Planning Commission 2--St. Tammany Parish (Southeast),2202201,White,0.7
Regional Planning Commission 3--Jefferson Parish (North),2202300,AAPI,0.03
Regional Planning Commission 3--Jefferson Parish (North),2202300,Black,0.2
Regional Planning Commission 3--Jefferson Parish (North),2202300,Hispanic,0.19
Regional Planning Commission 3--Jefferson Parish (North),2202300,White,0.56
Regional Planning Commission 4--Jefferson Parish (Central),2202301,AAPI,0.04
Regional Planning Commission 4--Jefferson Parish (Central),2202301,Black,0.1
Regional Planning Commission 4--Jefferson Parish (Central),2202301,Hispanic,0.16
Regional Planning Commission 4--Jefferson Parish (Central),2202301,White,0.69
Regional Planning Commission 5--Jefferson Parish (West Bank),2202302,AAPI,0.06
Regional Planning Commission 5--Jefferson Parish (West Bank),2202302,Black,0.43
Regional Planning Commission 5--Jefferson Parish (West Bank),2202302,Hispanic,0.12
Regional Planning Commission 5--Jefferson Parish (West Bank),2202302,White,0.37
Regional Planning Commission 6--New Orleans City (Northeast),2202400,AAPI,0.05
Regional Planning Commission 6--New Orleans City (Northeast),2202400,Black,0.7
Regional Planning Commission 6--New Orleans City (Northeast),2202400,Hispanic,0.03
Regional Planning Commission 6--New Orleans City (Northeast),2202400,White,0.2
Regional Planning Commission 7--New Orleans City (Central),2202401,AAPI,0.01
Regional Planning Commission 7--New Orleans City (Central),2202401,Black,0.62
Regional Planning Commission 7--New Orleans City (Central),2202401,Hispanic,0.07
Regional Planning Commission 7--New Orleans City (Central),2202401,White,0.27
Regional Planning Commission 8--New Orleans City (South),2202402,AAPI,0.03
Regional Planning Commission 8--New Orleans City (South),2202402,Black,0.42
Regional Planning Commission 8--New Orleans City (South),2202402,Hispanic,0.07
Regional Planning Commission 8--New Orleans City (South),2202402,White,0.47
"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2202500,AAPI,0.04
"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2202500,Black,0.3
"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2202500,Hispanic,0.08
"Regional Planning Commission 9--St. Bernard, Jefferson (South) & Plaquemines Parishes",2202500,White,0.54
Northeast Maine--Aroostook & Washington Counties,2300100,AAPI,0.03
Northeast Maine--Aroostook & Washington Counties,2300100,Black,0.01
Northeast Maine--Aroostook & Washington Counties,2300100,Hispanic,0.02
Northeast Maine--Aroostook & Washington Counties,2300100,White,0.93
"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300200,AAPI,0.01
"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300200,Black,0
"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300200,Hispanic,0.01
"Northwest Maine--Oxford, Somerset, Franklin & Piscataquis Counties",2300200,White,0.95
Penobscot County,2300300,AAPI,0.02
Penobscot County,2300300,Black,0.01
Penobscot County,2300300,Hispanic,0.01
Penobscot County,2300300,White,0.94
Kennebec County,2300400,AAPI,0.01
Kennebec County,2300400,Black,0.01
Kennebec County,2300400,Hispanic,0.02
Kennebec County,2300400,White,0.95
"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300500,AAPI,0.01
"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300500,Black,0.01
"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300500,Hispanic,0.01
"Coastal Maine Region--Hancock, Knox, Waldo & Lincoln Counties",2300500,White,0.95
Androscoggin County,2300600,AAPI,0.01
Androscoggin County,2300600,Black,0.02
Androscoggin County,2300600,Hispanic,0.02
Androscoggin County,2300600,White,0.91
Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,2300700,AAPI,0.02
Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,2300700,Black,0.01
Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,2300700,Hispanic,0.02
Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick,2300700,White,0.93
South Maine--York (West) & Cumberland (West) Counties,2300800,AAPI,0.01
South Maine--York (West) & Cumberland (West) Counties,2300800,Black,0
South Maine--York (West) & Cumberland (West) Counties,2300800,Hispanic,0.02
South Maine--York (West) & Cumberland (West) Counties,2300800,White,0.95
Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300900,AAPI,0.02
Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300900,Black,0.01
Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300900,Hispanic,0.02
Cumberland (Outside Portland) & York (East) Counties--Biddeford & Saco Cities,2300900,White,0.93
"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2301000,AAPI,0.03
"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2301000,Black,0.07
"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2301000,Hispanic,0.03
"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities",2301000,White,0.85
Allegany & Garrett Counties--Cumberland City,2400100,AAPI,0.01
Allegany & Garrett Counties--Cumberland City,2400100,Black,0.06
Allegany & Garrett Counties--Cumberland City,2400100,Hispanic,0.02
Allegany & Garrett Counties--Cumberland City,2400100,White,0.9
Washington County--Hagerstown City,2400200,AAPI,0.02
Washington County--Hagerstown City,2400200,Black,0.1
Washington County--Hagerstown City,2400200,Hispanic,0.05
Washington County--Hagerstown City,2400200,White,0.79
Frederick County (Outside Greater Frederick City),2400301,AAPI,0.04
Frederick County (Outside Greater Frederick City),2400301,Black,0.04
Frederick County (Outside Greater Frederick City),2400301,Hispanic,0.06
Frederick County (Outside Greater Frederick City),2400301,White,0.84
Frederick County (Central)--Greater Frederick City,2400302,AAPI,0.06
Frederick County (Central)--Greater Frederick City,2400302,Black,0.15
Frederick County (Central)--Greater Frederick City,2400302,Hispanic,0.14
Frederick County (Central)--Greater Frederick City,2400302,White,0.63
Carroll County,2400400,AAPI,0.02
Carroll County,2400400,Black,0.03
Carroll County,2400400,Hispanic,0.04
Carroll County,2400400,White,0.89
Baltimore County (Outer),2400501,AAPI,0.04
Baltimore County (Outer),2400501,Black,0.13
Baltimore County (Outer),2400501,Hispanic,0.02
Baltimore County (Outer),2400501,White,0.78
"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",2400502,AAPI,0.06
"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",2400502,Black,0.59
"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",2400502,Hispanic,0.06
"Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",2400502,White,0.26
"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,AAPI,0.07
"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,Black,0.29
"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,Hispanic,0.06
"Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",2400503,White,0.56
"Baltimore County--Towson (East & Central), Parkville & Carney",2400504,AAPI,0.06
"Baltimore County--Towson (East & Central), Parkville & Carney",2400504,Black,0.22
"Baltimore County--Towson (East & Central), Parkville & Carney",2400504,Hispanic,0.05
"Baltimore County--Towson (East & Central), Parkville & Carney",2400504,White,0.64
"Baltimore County--Perry Hall, Middle River & Rosedale",2400505,AAPI,0.08
"Baltimore County--Perry Hall, Middle River & Rosedale",2400505,Black,0.24
"Baltimore County--Perry Hall, Middle River & Rosedale",2400505,Hispanic,0.06
"Baltimore County--Perry Hall, Middle River & Rosedale",2400505,White,0.6
"Baltimore County--Dundalk, Essex & Edgemere",2400506,AAPI,0.03
"Baltimore County--Dundalk, Essex & Edgemere",2400506,Black,0.2
"Baltimore County--Dundalk, Essex & Edgemere",2400506,Hispanic,0.07
"Baltimore County--Dundalk, Essex & Edgemere",2400506,White,0.68
"Baltimore County--Catonsville, Woodlawn & Arbutus",2400507,AAPI,0.1
"Baltimore County--Catonsville, Woodlawn & Arbutus",2400507,Black,0.27
"Baltimore County--Catonsville, Woodlawn & Arbutus",2400507,Hispanic,0.06
"Baltimore County--Catonsville, Woodlawn & Arbutus",2400507,White,0.53
"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",2400601,AAPI,0.02
"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",2400601,Black,0.04
"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",2400601,Hispanic,0.03
"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",2400601,White,0.88
Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,AAPI,0.03
Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,Black,0.25
Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,Hispanic,0.06
Harford County (South & East)--Aberdeen & Havre de Grace Cities,2400602,White,0.61
Cecil County,2400700,AAPI,0.02
Cecil County,2400700,Black,0.06
Cecil County,2400700,Hispanic,0.04
Cecil County,2400700,White,0.85
"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400801,AAPI,0.01
"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400801,Black,0.79
"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400801,Hispanic,0.02
"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington",2400801,White,0.15
"Baltimore City--Guilford, Roland Park & Druid Lake",2400802,AAPI,0.06
"Baltimore City--Guilford, Roland Park & Druid Lake",2400802,Black,0.47
"Baltimore City--Guilford, Roland Park & Druid Lake",2400802,Hispanic,0.04
"Baltimore City--Guilford, Roland Park & Druid Lake",2400802,White,0.4
"Baltimore City--Frankford, Belair-Edison & Loch Raven",2400803,AAPI,0.01
"Baltimore City--Frankford, Belair-Edison & Loch Raven",2400803,Black,0.75
"Baltimore City--Frankford, Belair-Edison & Loch Raven",2400803,Hispanic,0.03
"Baltimore City--Frankford, Belair-Edison & Loch Raven",2400803,White,0.18
"Baltimore City--Inner Harbor, Canton & Bayview",2400804,AAPI,0.04
"Baltimore City--Inner Harbor, Canton & Bayview",2400804,Black,0.44
"Baltimore City--Inner Harbor, Canton & Bayview",2400804,Hispanic,0.11
"Baltimore City--Inner Harbor, Canton & Bayview",2400804,White,0.37
"Baltimore City--Irvington, Ten Hills & Cherry Hill",2400805,AAPI,0.02
"Baltimore City--Irvington, Ten Hills & Cherry Hill",2400805,Black,0.61
"Baltimore City--Irvington, Ten Hills & Cherry Hill",2400805,Hispanic,0.06
"Baltimore City--Irvington, Ten Hills & Cherry Hill",2400805,White,0.28
Howard County (West)--Columbia (West) & Ellicott City (Northwest),2400901,AAPI,0.19
Howard County (West)--Columbia (West) & Ellicott City (Northwest),2400901,Black,0.13
Howard County (West)--Columbia (West) & Ellicott City (Northwest),2400901,Hispanic,0.05
Howard County (West)--Columbia (West) & Ellicott City (Northwest),2400901,White,0.59
"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",2400902,AAPI,0.18
"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",2400902,Black,0.23
"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",2400902,Hispanic,0.08
"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",2400902,White,0.47
"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",2401001,AAPI,0.18
"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",2401001,Black,0.12
"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",2401001,Hispanic,0.11
"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",2401001,White,0.56
Montgomery County (West Central)--Germantown & Montgomery Village,2401002,AAPI,0.16
Montgomery County (West Central)--Germantown & Montgomery Village,2401002,Black,0.24
Montgomery County (West Central)--Germantown & Montgomery Village,2401002,Hispanic,0.28
Montgomery County (West Central)--Germantown & Montgomery Village,2401002,White,0.29
"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",2401003,AAPI,0.22
"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",2401003,Black,0.12
"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",2401003,Hispanic,0.19
"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",2401003,White,0.42
"Montgomery County (South)--Bethesda, Potomac & North Bethesda",2401004,AAPI,0.13
"Montgomery County (South)--Bethesda, Potomac & North Bethesda",2401004,Black,0.06
"Montgomery County (South)--Bethesda, Potomac & North Bethesda",2401004,Hispanic,0.1
"Montgomery County (South)--Bethesda, Potomac & North Bethesda",2401004,White,0.67
"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",2401005,AAPI,0.12
"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",2401005,Black,0.16
"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",2401005,Hispanic,0.33
"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",2401005,White,0.35
"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",2401006,AAPI,0.14
"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",2401006,Black,0.4
"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",2401006,Hispanic,0.15
"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",2401006,White,0.28
Montgomery County (Southeast)--Takoma Park City & Silver Spring,2401007,AAPI,0.07
Montgomery County (Southeast)--Takoma Park City & Silver Spring,2401007,Black,0.26
Montgomery County (Southeast)--Takoma Park City & Silver Spring,2401007,Hispanic,0.24
Montgomery County (Southeast)--Takoma Park City & Silver Spring,2401007,White,0.38
Prince George's County (Northwest)--College Park City & Langley Park,2401101,AAPI,0.07
Prince George's County (Northwest)--College Park City & Langley Park,2401101,Black,0.28
Prince George's County (Northwest)--College Park City & Langley Park,2401101,Hispanic,0.44
Prince George's County (Northwest)--College Park City & Langley Park,2401101,White,0.18
"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville",2401102,AAPI,0.08
"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville",2401102,Black,0.52
"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville",2401102,Hispanic,0.18
"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville",2401102,White,0.2
Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities,2401103,AAPI,0.03
Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities,2401103,Black,0.43
Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities,2401103,Hispanic,0.38
Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities,2401103,White,0.14
"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover",2401104,AAPI,0.01
"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover",2401104,Black,0.86
"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover",2401104,Hispanic,0.09
"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover",2401104,White,0.02
"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham",2401105,AAPI,0.03
"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham",2401105,Black,0.72
"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham",2401105,Hispanic,0.07
"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham",2401105,White,0.15
"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom",2401106,AAPI,0.04
"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom",2401106,Black,0.72
"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom",2401106,Hispanic,0.08
"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom",2401106,White,0.12
"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills",2401107,AAPI,0.03
"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills",2401107,Black,0.77
"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills",2401107,Hispanic,0.13
"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills",2401107,White,0.05
"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",2401201,AAPI,0.07
"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",2401201,Black,0.27
"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",2401201,Hispanic,0.08
"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",2401201,White,0.53
"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",2401202,AAPI,0.03
"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",2401202,Black,0.16
"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",2401202,Hispanic,0.08
"Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",2401202,White,0.69
"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",2401203,AAPI,0.03
"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",2401203,Black,0.08
"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",2401203,Hispanic,0.04
"Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",2401203,White,0.8
"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",2401204,AAPI,0.02
"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",2401204,Black,0.11
"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",2401204,Hispanic,0.1
"Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",2401204,White,0.75
"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties",2401300,AAPI,0.01
"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties",2401300,Black,0.13
"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties",2401300,Hispanic,0.06
"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties",2401300,White,0.77
"Wicomico, Worcester & Somerset Counties--Salisbury City",2401400,AAPI,0.03
"Wicomico, Worcester & Somerset Counties--Salisbury City",2401400,Black,0.24
"Wicomico, Worcester & Somerset Counties--Salisbury City",2401400,Hispanic,0.05
"Wicomico, Worcester & Somerset Counties--Salisbury City",2401400,White,0.66
St. Mary's & Calvert Counties,2401500,AAPI,0.02
St. Mary's & Calvert Counties,2401500,Black,0.13
St. Mary's & Calvert Counties,2401500,Hispanic,0.05
St. Mary's & Calvert Counties,2401500,White,0.76
Charles County--La Plata Town & Waldorf,2401600,AAPI,0.04
Charles County--La Plata Town & Waldorf,2401600,Black,0.45
Charles County--La Plata Town & Waldorf,2401600,Hispanic,0.06
Charles County--La Plata Town & Waldorf,2401600,White,0.4
Berkshire County--Pittsfield City,2500100,AAPI,0.02
Berkshire County--Pittsfield City,2500100,Black,0.03
Berkshire County--Pittsfield City,2500100,Hispanic,0.05
Berkshire County--Pittsfield City,2500100,White,0.88
Franklin & Hampshire (North) Counties,2500200,AAPI,0.06
Franklin & Hampshire (North) Counties,2500200,Black,0.02
Franklin & Hampshire (North) Counties,2500200,Hispanic,0.05
Franklin & Hampshire (North) Counties,2500200,White,0.84
Worcester County (Central)--Worcester City,2500300,AAPI,0.08
Worcester County (Central)--Worcester City,2500300,Black,0.12
Worcester County (Central)--Worcester City,2500300,Hispanic,0.22
Worcester County (Central)--Worcester City,2500300,White,0.55
"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities",2500301,AAPI,0.03
"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities",2500301,Black,0.04
"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities",2500301,Hispanic,0.18
"Worcester County (Northeast)--Leominster, Fitchburg & Gardner Cities",2500301,White,0.72
Worcester County (West Central),2500302,AAPI,0.02
Worcester County (West Central),2500302,Black,0.02
Worcester County (West Central),2500302,Hispanic,0.04
Worcester County (West Central),2500302,White,0.91
Worcester County (East Central),2500303,AAPI,0.13
Worcester County (East Central),2500303,Black,0.03
Worcester County (East Central),2500303,Hispanic,0.06
Worcester County (East Central),2500303,White,0.75
Worcester County (South),2500304,AAPI,0.02
Worcester County (South),2500304,Black,0.02
Worcester County (South),2500304,Hispanic,0.08
Worcester County (South),2500304,White,0.87
"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500400,AAPI,0.02
"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500400,Black,0.02
"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500400,Hispanic,0.04
"Worcester & Middlesex Counties (Outside Leominster, Fitchburg & Gardner Cities)",2500400,White,0.89
Middlesex County (Outside Lowell City),2500501,AAPI,0.09
Middlesex County (Outside Lowell City),2500501,Black,0.02
Middlesex County (Outside Lowell City),2500501,Hispanic,0.04
Middlesex County (Outside Lowell City),2500501,White,0.84
Middlesex County (Far Northeast)--Lowell City,2500502,AAPI,0.24
Middlesex County (Far Northeast)--Lowell City,2500502,Black,0.07
Middlesex County (Far Northeast)--Lowell City,2500502,Hispanic,0.18
Middlesex County (Far Northeast)--Lowell City,2500502,White,0.49
