puma_id,state_id,puma_num,puma_name,city,state_name,state_abbv,has_bonus_info
100100,1,100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",NA,Alabama,AL,NA
100200,1,200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest),NA,Alabama,AL,NA
100301,1,301,Huntsville (North) & Madison (East) Cities,NA,Alabama,AL,NA
100302,1,302,Huntsville City (Central & South),"Huntsville, AL",Alabama,AL,NA
100400,1,400,DeKalb & Jackson Counties,NA,Alabama,AL,NA
100500,1,500,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast),NA,Alabama,AL,NA
100600,1,600,Morgan & Lawrence Counties--Decatur City,NA,Alabama,AL,NA
100700,1,700,Cullman & Winston Counties,NA,Alabama,AL,NA
100800,1,800,St. Clair & Blount Counties,NA,Alabama,AL,NA
100900,1,900,Etowah County,NA,Alabama,AL,NA
101000,1,1000,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",NA,Alabama,AL,NA
101100,1,1100,Calhoun County,NA,Alabama,AL,NA
101200,1,1200,Shelby County,NA,Alabama,AL,NA
101301,1,1301,Birmingham City (West),"Birmingham, AL",Alabama,AL,1
101302,1,1302,Birmingham City (East),"Birmingham, AL",Alabama,AL,1
101303,1,1303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",NA,Alabama,AL,NA
101304,1,1304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",NA,Alabama,AL,NA
101305,1,1305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",NA,Alabama,AL,NA
101400,1,1400,"Walker, Marion (South & West), Fayette & Lamar Counties",NA,Alabama,AL,NA
101500,1,1500,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West),NA,Alabama,AL,NA
101600,1,1600,Tuscaloosa & Northport (Southeast) Cities,"Tuscaloosa, AL",Alabama,AL,NA
101700,1,1700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",NA,Alabama,AL,NA
101800,1,1800,"Chilton, Tallapoosa, Chambers & Coosa Counties",NA,Alabama,AL,NA
101900,1,1900,Lee County--Auburn City,NA,Alabama,AL,NA
102000,1,2000,Montgomery City & Pike Road Town (North),"Montgomery, AL",Alabama,AL,NA
102100,1,2100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",NA,Alabama,AL,NA
102200,1,2200,Southwest Alabama,NA,Alabama,AL,NA
102300,1,2300,"Coffee, Covington, Butler & Crenshaw Counties",NA,Alabama,AL,NA
102400,1,2400,"Russell, Pike, Barbour, Macon & Bullock Counties",NA,Alabama,AL,NA
102500,1,2500,"Houston, Dale, Geneva & Henry Counties--Dothan City",NA,Alabama,AL,NA
102600,1,2600,Baldwin County,NA,Alabama,AL,NA
102701,1,2701,Mobile City (East),"Mobile, AL",Alabama,AL,1
102702,1,2702,Mobile City (West),"Mobile, AL",Alabama,AL,1
102703,1,2703,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",NA,Alabama,AL,NA
200101,2,101,Anchorage Municipality (North),"Anchorage, AK",Alaska,AK,1
200102,2,102,Anchorage Municipality (South),"Anchorage, AK",Alaska,AK,1
200200,2,200,Matanuska-Susitna & Kenai Peninsula Boroughs,NA,Alaska,AK,NA
200300,2,300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",NA,Alaska,AK,NA
200400,2,400,Subsistence Alaska,NA,Alaska,AK,NA
400100,4,100,Maricopa County--Gilbert (South) & Queen Creek Towns,"Gilbert, AZ",Arizona,AZ,1
400101,4,101,Maricopa County--Mesa City (East),"Mesa, AZ",Arizona,AZ,1
400102,4,102,Maricopa County--Mesa City (North Central),"Mesa, AZ",Arizona,AZ,1
400103,4,103,Maricopa County--Mesa City (West),"Mesa, AZ",Arizona,AZ,1
400104,4,104,Maricopa County--Mesa City (South Central),"Mesa, AZ",Arizona,AZ,1
400105,4,105,Maricopa County--Gilbert Town (North),"Gilbert, AZ",Arizona,AZ,1
400106,4,106,Maricopa County--Chandler City (Northeast),"Chandler, AZ",Arizona,AZ,1
400107,4,107,Maricopa County--Chandler City (South),"Chandler, AZ",Arizona,AZ,1
400108,4,108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities,"Tempe, AZ",Arizona,AZ,1
400109,4,109,Maricopa County--Tempe City (North),"Tempe, AZ",Arizona,AZ,1
400110,4,110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town,"Scottsdale, AZ",Arizona,AZ,1
400111,4,111,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town,"Scottsdale, AZ",Arizona,AZ,1
400112,4,112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",NA,Arizona,AZ,NA
400113,4,113,Phoenix City (Northeast),"Phoenix, AZ",Arizona,AZ,1
400114,4,114,Phoenix City (Northeast Central),"Phoenix, AZ",Arizona,AZ,1
400115,4,115,Phoenix City (Northwest Central),"Phoenix, AZ",Arizona,AZ,1
400116,4,116,Phoenix City (Uptown),"Phoenix, AZ",Arizona,AZ,1
400117,4,117,Phoenix City (East),"Phoenix, AZ",Arizona,AZ,1
400118,4,118,Phoenix City--Downtown & Sky Harbor International Airport,"Phoenix, AZ",Arizona,AZ,1
400119,4,119,Phoenix City (South),"Phoenix, AZ",Arizona,AZ,1
400120,4,120,Phoenix City--Ahwatukee & South Mountain,"Phoenix, AZ",Arizona,AZ,1
400121,4,121,Phoenix (Southwest) & Tolleson Cities,"Phoenix, AZ",Arizona,AZ,1
400122,4,122,Phoenix City--Maryvale (East),"Phoenix, AZ",Arizona,AZ,1
400123,4,123,Phoenix City--Maryvale (West),"Phoenix, AZ",Arizona,AZ,1
400124,4,124,Maricopa County--Glendale City (South),"Glendale, AZ",Arizona,AZ,1
400125,4,125,Phoenix City (West),"Phoenix, AZ",Arizona,AZ,1
400126,4,126,Maricopa County--Glendale City (North),"Glendale, AZ",Arizona,AZ,1
400127,4,127,Maricopa County--Peoria City (South & Central),"Peoria, AZ",Arizona,AZ,NA
400128,4,128,Phoenix City (North),"Phoenix, AZ",Arizona,AZ,1
400129,4,129,Phoenix (Far North) & Peoria (Northwest) Cities,NA,Arizona,AZ,NA
400130,4,130,Maricopa County--El Mirage City & Sun City,NA,Arizona,AZ,NA
400131,4,131,Maricopa County--Surprise City (Central),"Surprise, AZ",Arizona,AZ,NA
400132,4,132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",NA,Arizona,AZ,NA
400133,4,133,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities,"Avondale, AZ",Arizona,AZ,NA
400134,4,134,Maricopa County (West) & Gila River Indian Community (Northwest),NA,Arizona,AZ,NA
400201,4,201,Pima County (West),NA,Arizona,AZ,NA
400202,4,202,Tucson (West) & Marana Cities,NA,Arizona,AZ,NA
400203,4,203,Pima County (North Central)--Oro Valley Town,NA,Arizona,AZ,NA
400204,4,204,Pima County (Northeast),NA,Arizona,AZ,NA
400205,4,205,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town,NA,Arizona,AZ,NA
400206,4,206,Tucson City (Northeast),"Tucson, AZ",Arizona,AZ,1
400207,4,207,Tucson City (Northwest),"Tucson, AZ",Arizona,AZ,1
400208,4,208,Tucson City (South),"Tucson, AZ",Arizona,AZ,1
400209,4,209,Tucson City (Southeast),"Tucson, AZ",Arizona,AZ,1
400300,4,300,Navajo & Apache Counties,NA,Arizona,AZ,NA
400400,4,400,Coconino County--Flagstaff City,NA,Arizona,AZ,NA
400500,4,500,Yavapai County,NA,Arizona,AZ,NA
400600,4,600,Mohave & La Paz Counties--Lake Havasu City,NA,Arizona,AZ,NA
400700,4,700,Yuma County--Yuma City,NA,Arizona,AZ,NA
400800,4,800,"Gila, Graham, Greenlee & Pinal (East) Counties",NA,Arizona,AZ,NA
400803,4,803,Pinal County (North)--Apache Junction City,NA,Arizona,AZ,NA
400805,4,805,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",NA,Arizona,AZ,NA
400807,4,807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",NA,Arizona,AZ,NA
400900,4,900,Cochise & Santa Cruz Counties--Sierra Vista City,NA,Arizona,AZ,NA
500100,5,100,Benton County,NA,Arkansas,AR,NA
500200,5,200,Washington County,NA,Arkansas,AR,NA
500300,5,300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",NA,Arkansas,AR,NA
500400,5,400,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",NA,Arkansas,AR,NA
500500,5,500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties",NA,Arkansas,AR,NA
500600,5,600,"Crittenden, Mississippi & Craighead (East) Counties",NA,Arkansas,AR,NA
500700,5,700,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",NA,Arkansas,AR,NA
500800,5,800,"White, Jackson, Prairie & Woodruff Counties",NA,Arkansas,AR,NA
500900,5,900,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",NA,Arkansas,AR,NA
501000,5,1000,Pulaski County (Central)--Little Rock City,"Little Rock, AR",Arkansas,AR,NA
501100,5,1100,Faulkner & Lonoke Counties,NA,Arkansas,AR,NA
501200,5,1200,Saline County,NA,Arkansas,AR,NA
501300,5,1300,"Pope, Johnson, Yell, Conway & Perry Counties",NA,Arkansas,AR,NA
501400,5,1400,Sebastian & Crawford Counties,NA,Arkansas,AR,NA
501500,5,1500,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties",NA,Arkansas,AR,NA
501600,5,1600,"Garland, Hot Spring, Clark & Montgomery Counties",NA,Arkansas,AR,NA
501700,5,1700,"Jefferson, Grant & Arkansas (Northwest) Counties",NA,Arkansas,AR,NA
501800,5,1800,Southeast Arkansas,NA,Arkansas,AR,NA
501900,5,1900,South Central Arkansas,NA,Arkansas,AR,NA
502000,5,2000,Southwest Arkansas,NA,Arkansas,AR,NA
600101,6,101,Alameda County (North)--Berkeley & Albany Cities,"Berkeley, CA",California,CA,NA
600102,6,102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities,"Oakland, CA",California,CA,1
600103,6,103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities,"Oakland, CA",California,CA,1
600104,6,104,Alameda County (North Central)--Oakland City (South Central),"Oakland, CA",California,CA,1
600105,6,105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities","San Leandro, CA",California,CA,NA
600106,6,106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",NA,California,CA,NA
600107,6,107,Alameda County (Central)--Hayward City,"Hayward, CA",California,CA,NA
600108,6,108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",NA,California,CA,NA
600109,6,109,Alameda County (South Central)--Fremont City (East),"Fremont, CA",California,CA,NA
600110,6,110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities",NA,California,CA,NA
600300,6,300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",NA,California,CA,NA
600701,6,701,Butte County (Northwest)--Chico City,"Chico, CA",California,CA,NA
600702,6,702,Butte County (Southeast)--Oroville City & Paradise Town,NA,California,CA,NA
601100,6,1100,"Colusa, Glenn, Tehama & Trinity Counties",NA,California,CA,NA
601301,6,1301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities,"Richmond, CA",California,CA,NA
601302,6,1302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",NA,California,CA,NA
601303,6,1303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",NA,California,CA,NA
601304,6,1304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",NA,California,CA,NA
601305,6,1305,Contra Costa County (South)--San Ramon City & Danville Town,NA,California,CA,NA
601306,6,1306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",NA,California,CA,NA
601307,6,1307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities,NA,California,CA,NA
601308,6,1308,Contra Costa County (Northeast)--Antioch City,"Antioch, CA",California,CA,NA
601309,6,1309,Contra Costa County (East)--Brentwood & Oakley Cities,NA,California,CA,NA
601500,6,1500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",NA,California,CA,NA
601700,6,1700,El Dorado County--El Dorado Hills,NA,California,CA,NA
601901,6,1901,"Fresno County (West)--Selma, Kerman & Coalinga Cities",NA,California,CA,NA
601902,6,1902,Fresno County (North Central)--Fresno City (North),"Fresno, CA",California,CA,1
601903,6,1903,Fresno County (Central)--Fresno City (East Central),"Fresno, CA",California,CA,1
601904,6,1904,Fresno County (Central)--Fresno City (Southwest),"Fresno, CA",California,CA,1
601905,6,1905,Fresno County (Central)--Fresno City (Southeast),"Fresno, CA",California,CA,1
601906,6,1906,Fresno County (Central)--Clovis City,"Clovis, CA",California,CA,NA
601907,6,1907,"Fresno County (East)--Sanger, Reedley & Parlier Cities",NA,California,CA,NA
602300,6,2300,Humboldt County,NA,California,CA,NA
602500,6,2500,Imperial County--El Centro City,NA,California,CA,NA
602901,6,2901,"Kern County (West)--Delano, Wasco & Shafter Cities",NA,California,CA,NA
602902,6,2902,Kern County (Central)--Bakersfield City (West),"Bakersfield, CA",California,CA,1
602903,6,2903,Kern County (Central)--Bakersfield City (Northeast),"Bakersfield, CA",California,CA,1
602904,6,2904,Kern County (Central)--Bakersfield City (Southeast),"Bakersfield, CA",California,CA,1
602905,6,2905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",NA,California,CA,NA
603100,6,3100,Kings County--Hanford City,NA,California,CA,NA
603300,6,3300,Lake & Mendocino Counties,NA,California,CA,NA
603701,6,3701,Los Angeles County (North/Unincorporated)--Castaic,NA,California,CA,NA
603702,6,3702,Los Angeles County (Northwest)--Santa Clarita City,"Santa Clarita, CA",California,CA,NA
603703,6,3703,Los Angeles County (North Central)--Lancaster City,"Lancaster, CA",California,CA,NA
603704,6,3704,Los Angeles County (North Central)--Palmdale City,"Palmdale, CA",California,CA,NA
603705,6,3705,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch),"Los Angeles, CA",California,CA,1
603706,6,3706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar),"Los Angeles, CA",California,CA,1
603707,6,3707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities,"Los Angeles, CA",California,CA,1
603708,6,3708,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)","Los Angeles, CA",California,CA,1
603709,6,3709,Los Angeles County (Central)--San Gabriel Valley Region (North),NA,California,CA,NA
603710,6,3710,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",NA,California,CA,NA
603711,6,3711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",NA,California,CA,NA
603712,6,3712,Los Angeles County (East Central)--Pomona City,"Pomona, CA",California,CA,NA
603713,6,3713,Los Angeles County (East Central)--Covina & Walnut Cities,NA,California,CA,NA
603714,6,3714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",NA,California,CA,NA
603715,6,3715,Los Angeles County (East Central)--West Covina City,"West Covina, CA",California,CA,NA
603716,6,3716,Los Angeles County (East Central)--La Puente & Industry Cities,NA,California,CA,NA
603717,6,3717,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",NA,California,CA,NA
603718,6,3718,Los Angeles County (Central)--Pasadena City,"Pasadena, CA",California,CA,NA
603719,6,3719,Los Angeles County (Central)--Glendale City,"Glendale, CA",California,CA,NA
603720,6,3720,Los Angeles County (Central)--Burbank City,"Burbank, CA",California,CA,NA
603721,6,3721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village),"Los Angeles, CA",California,CA,1
603722,6,3722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks),"Los Angeles, CA",California,CA,1
603723,6,3723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City),"Los Angeles, CA",California,CA,1
603724,6,3724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana),"Los Angeles, CA",California,CA,1
603725,6,3725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)","Los Angeles, CA",California,CA,1
603726,6,3726,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",NA,California,CA,NA
603727,6,3727,Los Angeles County (Central)--LA City (Central/Pacific Palisades),"Los Angeles, CA",California,CA,1
603728,6,3728,Los Angeles County (Southwest)--Santa Monica City,"Santa Monica, CA",California,CA,NA
603729,6,3729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles),"Los Angeles, CA",California,CA,1
603730,6,3730,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire),"Los Angeles, CA",California,CA,1
603731,6,3731,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities,NA,California,CA,NA
603732,6,3732,Los Angeles County (Central)--LA City (East Central/Hollywood),"Los Angeles, CA",California,CA,1
603733,6,3733,Los Angeles County (Central)--LA City (Central/Koreatown),"Los Angeles, CA",California,CA,1
603734,6,3734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)","Los Angeles, CA",California,CA,1
603735,6,3735,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)","Los Angeles, CA",California,CA,1
603736,6,3736,Los Angeles County (Central)--Alhambra & South Pasadena Cities,"Alhambra, CA",California,CA,NA
603737,6,3737,Los Angeles County (Central)--Monterey Park & Rosemead Cities,NA,California,CA,NA
603738,6,3738,Los Angeles County (Central)--El Monte & South El Monte Cities,"El Monte, CA",California,CA,NA
603739,6,3739,Los Angeles County (Southeast)--Whittier City & Hacienda Heights,NA,California,CA,NA
603740,6,3740,Los Angeles County (Central)--Pico Rivera & Montebello Cities,NA,California,CA,NA
603741,6,3741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities",NA,California,CA,NA
603742,6,3742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park",NA,California,CA,NA
603743,6,3743,Los Angeles County (Central)--East Los Angeles,"East Los Angeles, CA",California,CA,NA
603744,6,3744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights),"Los Angeles, CA",California,CA,1
603745,6,3745,Los Angeles County (Central)--LA City (Southeast/East Vernon),"Los Angeles, CA",California,CA,1
603746,6,3746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park),"Los Angeles, CA",California,CA,1
603747,6,3747,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills),"Los Angeles, CA",California,CA,1
603748,6,3748,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,"Los Angeles, CA",California,CA,1
603749,6,3749,Los Angeles County (Central)--Inglewood City,"Inglewood, CA",California,CA,NA
603750,6,3750,Los Angeles County (South Central)--LA City (South Central/Westmont),"Los Angeles, CA",California,CA,1
603751,6,3751,Los Angeles County (South Central)--LA City (South Central/Watts),"Los Angeles, CA",California,CA,1
603752,6,3752,Los Angeles County (South)--South Gate & Lynwood Cities,"South Gate, CA",California,CA,NA
603753,6,3753,Los Angeles County (South)--Downey City,"Downey, CA",California,CA,NA
603754,6,3754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities,NA,California,CA,NA
603755,6,3755,Los Angeles County (Southeast)--Norwalk City,"Norwalk, CA",California,CA,NA
603756,6,3756,Los Angeles County (Southeast)--Bellflower & Paramount Cities,"Bellflower, CA",California,CA,NA
603757,6,3757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez,"Compton, CA",California,CA,NA
603758,6,3758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",NA,California,CA,NA
603759,6,3759,Los Angeles County (South Central)--Hawthorne City,"Hawthorne, CA",California,CA,NA
603760,6,3760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",NA,California,CA,NA
603761,6,3761,Los Angeles County (South Central)--Torrance City,"Torrance, CA",California,CA,NA
603762,6,3762,Los Angeles County (South Central)--Carson City,"Carson, CA",California,CA,NA
603763,6,3763,Los Angeles County (South Central)--Long Beach City (North),"Long Beach, CA",California,CA,1
603764,6,3764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",NA,California,CA,NA
603765,6,3765,Los Angeles County (Southeast)--Long Beach City (East),"Long Beach, CA",California,CA,1
603766,6,3766,Los Angeles County (South)--Long Beach City (Southwest & Port),"Long Beach, CA",California,CA,1
603767,6,3767,Los Angeles County (South)--LA City (South/San Pedro),"Los Angeles, CA",California,CA,1
603768,6,3768,Los Angeles County (Southwest)--Palos Verdes Peninsula,NA,California,CA,NA
603769,6,3769,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities,"Long Beach, CA",California,CA,1
603900,6,3900,Madera County--Madera City,NA,California,CA,NA
604101,6,4101,Marin County (North & West)--Novato & San Rafael (North) Cities,NA,California,CA,NA
604102,6,4102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",NA,California,CA,NA
604701,6,4701,Merced County (West & South)--Los Banos & Livingston Cities,NA,California,CA,NA
604702,6,4702,Merced County (Northeast)--Merced & Atwater Cities,"Merced, CA",California,CA,NA
605301,6,5301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",NA,California,CA,NA
605302,6,5302,Monterey County (Northeast)--Salinas City,"Salinas, CA",California,CA,NA
605303,6,5303,Monterey (South & East) & San Benito Counties,NA,California,CA,NA
605500,6,5500,Napa County--Napa City,"Napa, CA",California,CA,NA
605700,6,5700,Nevada & Sierra Counties,NA,California,CA,NA
605901,6,5901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",NA,California,CA,NA
605902,6,5902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities,"Mission Viejo, CA",California,CA,NA
605903,6,5903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",NA,California,CA,NA
605904,6,5904,Orange County (Central)--Irvine City (Central),"Irvine, CA",California,CA,NA
605905,6,5905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",NA,California,CA,NA
605906,6,5906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",NA,California,CA,NA
605907,6,5907,Orange County (North Central)--Fullerton & Placentia Cities,"Fullerton, CA",California,CA,NA
605908,6,5908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",NA,California,CA,NA
605909,6,5909,Orange County (North Central)--Anaheim City (West),"Anaheim, CA",California,CA,1
605910,6,5910,Orange County (North Central)--Anaheim City (East),"Anaheim, CA",California,CA,1
605911,6,5911,Orange County (Central)--Orange & Villa Park Cities,"Orange, CA",California,CA,NA
605912,6,5912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities","Westminster, CA",California,CA,NA
605913,6,5913,Orange County (Northwest)--Garden Grove City (East),"Garden Grove, CA",California,CA,NA
605914,6,5914,Orange County (Northwest)--Huntington Beach City,"Huntington Beach, CA",California,CA,NA
605915,6,5915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch,NA,California,CA,NA
605916,6,5916,Orange County (Central)--Santa Ana City (West),"Santa Ana, CA",California,CA,1
605917,6,5917,Orange County (Central)--Santa Ana City (East),"Santa Ana, CA",California,CA,1
605918,6,5918,Orange County (Central)--Costa Mesa & Fountain Valley Cities,"Costa Mesa, CA",California,CA,NA
606101,6,6101,Placer County (Southwest)--Roseville City,"Roseville, CA",California,CA,NA
606102,6,6102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",NA,California,CA,NA
606103,6,6103,Placer County (East/High Country Region)--Auburn & Colfax Cities,NA,California,CA,NA
606501,6,6501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",NA,California,CA,NA
606502,6,6502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",NA,California,CA,NA
606503,6,6503,Riverside County (Southwest)--Temecula City,"Temecula, CA",California,CA,NA
606504,6,6504,Riverside County (Southwest)--Murrieta & Wildomar Cities,"Murrieta, CA",California,CA,NA
606505,6,6505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",NA,California,CA,NA
606506,6,6506,Riverside County (Southwest)--Hemet City & East Hemet,NA,California,CA,NA
606507,6,6507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",NA,California,CA,NA
606508,6,6508,Riverside County (Northwest)--Moreno Valley City,"Moreno Valley, CA",California,CA,NA
606509,6,6509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",NA,California,CA,NA
606510,6,6510,Riverside County (Northwest)--Riverside City (East),"Riverside, CA",California,CA,1
606511,6,6511,Riverside County (Northwest)--Riverside City (West),"Riverside, CA",California,CA,1
606512,6,6512,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",NA,California,CA,NA
606513,6,6513,Riverside County (West Central)--Corona (Northwest) & Norco Cities,"Corona, CA",California,CA,NA
606514,6,6514,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,NA,California,CA,NA
606515,6,6515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",NA,California,CA,NA
606701,6,6701,Sacramento County (North Central)--Citrus Heights City,"Citrus Heights, CA",California,CA,NA
606702,6,6702,Sacramento County (Central)--Rancho Cordova City,NA,California,CA,NA
606703,6,6703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",NA,California,CA,NA
606704,6,6704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",NA,California,CA,NA
606705,6,6705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),"Sacramento, CA",California,CA,1
606706,6,6706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",NA,California,CA,NA
606707,6,6707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),"Sacramento, CA",California,CA,1
606708,6,6708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)","Sacramento, CA",California,CA,1
606709,6,6709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)","Sacramento, CA",California,CA,1
606710,6,6710,Sacramento County (Central)--Elk Grove City,"Elk Grove, CA",California,CA,NA
606711,6,6711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",NA,California,CA,NA
606712,6,6712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",NA,California,CA,NA
607101,6,7101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,NA,California,CA,NA
607102,6,7102,San Bernardino County (West Central)--Victorville & Adelanto Cities,"Victorville, CA",California,CA,NA
607103,6,7103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,"Hesperia, CA",California,CA,NA
607104,6,7104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",NA,California,CA,NA
607105,6,7105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,NA,California,CA,NA
607106,6,7106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",NA,California,CA,NA
607107,6,7107,San Bernardino County (Southwest)--San Bernardino City (East),NA,California,CA,NA
607108,6,7108,San Bernardino County (Southwest)--San Bernardino City (West),"San Bernardino, CA",California,CA,NA
607109,6,7109,San Bernardino County (Southwest)--Rialto City,"Rialto, CA",California,CA,NA
607110,6,7110,San Bernardino County (Southwest)--Fontana City (East),"Fontana, CA",California,CA,1
